,industry,job_designation,job_description,responsibilities,requirements_skills,url_links
442,Construction,Welder job description,We are looking for a skilled Welder to cut and join metals and other materials at our facilities or construction sites. You will operate appropriate equipment to put together mechanical structures or parts with a great deal of precision. Your job is important as it provides the foundation for strong infrastructure. A welder must be competent in using potentially dangerous equipment following all safety precautions. The ideal candidate will also have a steady hand and great attention to detail. Knowledge of different kinds of metal and their properties is essential.,"Read blueprints and drawings and take or read measurements to plan layout and procedures
Determine the appropriate welding equipment or method based on requirements
Set up components for welding according to specifications (e.g. cut material with powered saws to match measurements)
Operate angle grinders to prepare the parts that must be welded
Align components using calipers, rulers etc. and clamp pieces
Weld components using manual or semi-automatic welding equipment in various positions (vertical, horizontal or overhead)
Repair machinery and other components by welding pieces and filling gaps 
Test and inspect welded surfaces and structure to discover flaws
Maintain equipment in a condition that does not compromise safety","Proven experience as welder
Experience using a variety of welding equipment and procedures (TIG, MMA etc.)
Experience in using electrical or manual tools (saws, squares, calipers etc.)
Ability to read and interpret technical documents and drawings
Knowledge of relative safety standards and willingness to use protective clothing (face-shield, gloves etc.)
Deftness and attention to detail
Proficient in English
Successful completion of a relevant apprenticeship program is required
Professional Certification (e.g. an AWS welding certificate) will be a plus",https://resources.workable.com/welder-job-description
443,Construction,Plumber job description,"We are looking for an experienced Plumber to efficiently undertake a variety of plumbing tasks ranging from fixing leakages to installing pipes and HVAC systems. A successful plumber must have a thorough knowledge of hydraulic systems. They are patient individuals with a practical mind and manual dexterity, able to work efficiently with great attention to detail. The goal is to install and maintain well-functioning systems that transport water, waste, gases or hot liquids.","Read blueprints and drawings to understand or plan the layout of plumbing, waste disposal and water supply systems
Cut, assemble and install pipes and tubes with attention to existing infrastructure (e.g. electrical wiring)
Install and maintain water supply systems
Locate and repair issues with water supply lines (e.g. leaks)
Repair or replace broken drainage lines, clogged drains, faucets etc. 
Repair domestic appliances (e.g. washing machines) and fixtures (e.g. sinks) etc.
Install and maintain gas and liquid heating systems (air-conditioning units, radiators etc.)
Install waste disposal and sanitary systems with well-functioning DWV systems","Proven experience as a plumber
Solid understanding of water distribution and disposal systems in residential, commercial and industrial buildings
Working knowledge of heating and ventilation systems as well as appliances 
Ability to handle plumbing tools and equipment (pipe wrenches, pipe cutters, plungers etc.)
Good communication and interpersonal skills
Friendly with a great deal of patience
Good physical condition and strength with the ability to work in awkward spaces
Diploma from a trade school or successful completion of apprenticeship
Valid license to practice profession",https://resources.workable.com/plumber-job-description
444,Construction,Painter job description,"We are looking for a skilled Painter to paint the interior and exterior of structures, buildings and other surfaces. Your job will be important since good painting has both practical and aesthetic benefits. An excellent painter is knowledgeable in selecting the right material for their job. They have experience in painting with various tools and in various heights and spaces while observing all safety measures. They must be reliable and deft as well as possess great attention to detail in completing their duties. The goal is to deliver high-quality painting work.","Read blueprints/instructions and examine surfaces to determine the kind and amount of work necessary
Make on-site preparations such as building scaffolding, covering fixtures etc.
Prepare walls and other surfaces for painting by scraping, using sandpaper, removing old paint etc.
Fill cracks and holes with appropriate material (e.g. plaster)
Mix paint and other materials to prepare the right color or texture
Paint surfaces according to instructions with various tools
Apply varnish and other finishes
Calculate costs and negotiate prices
Take and adhere to all health and safety precautions","Proven experience as a painter
Excellent knowledge of painting material and how to select, mix and apply them
Solid knowledge of commercial and/or construction painting techniques
Aptitude in using appropriate tools (brushes, caulking guns etc.)
Good basic math skills
Manual dexterity with excellent balance to work on scaffolding, ladders etc.
Conscientious with great attention to detail
High school diploma; successful completion of an apprenticeship",https://resources.workable.com/painter-job-description
445,Construction,Electrician job description,"We are looking for an experienced Electrician to undertake a variety of tasks relating to setting up and maintaining electrical infrastructure. Your job will involve installing electrical wiring in buildings and poles, troubleshooting malfunctions and blackouts and repairing appliances. Due to the high amount of risk pertaining to this job, electricians must be first and foremost responsible individuals with great attention to safety precautions. The ideal candidate must also be experienced in different kinds of electrical devices and systems. The goal will be to produce and maintain well functioning electrical connections to minimize the probability of accidents and maximize usability of electricity in all facilities.","Execute plans of electrical wiring for well functioning lighting, intercom and other electrical systems
Install electrical apparatus, fixtures and equipment for alarm and other systems
Install safety and distribution components (e.g. switches, resistors, circuit-breaker panels etc.)
Connect wiring in electrical circuits and networks ensuring compatibility of components
Prepare and assemble conduits and connect wiring through them
Prevent breakdown of systems by routinely inspecting and replacing old wiring and insulated cables, cleaning circuits etc.
Perform effective troubleshooting to identify hazards or malfunctions and repair or substitute damaged units","Proven experience as an electrician
Experience in industrial and/or commercial electrical systems
Demonstrable ability to use electrical and hand tools (e.g. wire strippers, voltmeter etc.) and electrical drawings and blueprints
Thorough knowledge of safety procedures and legal regulations and guidelines
Excellent critical thinking and problem-solving ability
Excellent physical condition and flexibility to work long shifts and overnight
Diploma in relevant vocational training or successfully completed apprenticeship as an electrician
Valid license to practice profession",https://resources.workable.com/electrician-job-description
446,Construction,Carpenter job description,"We are looking for a qualified Carpenter to cut, fabricate and install wooden and other structures according to specifications. Your job will entail working in diverse settings to produce steady and functional infrastructure and products. A carpenter is an individual with great hand dexterity and an eye for detail. The ideal candidate will also have good knowledge of wood properties and other carpentry materials. Working with little supervision while following all health and safety standards is essential. The goal is to contribute to the construction and maintenance of strong and long-lasting buildings and products.","Read blueprints, drawings and sketches to fully grasp requirements
Take measurements and calculate the size and amount of material needed
Cut, shape and smooth lumber and other material (e.g. fiberglass) according to measurements
Build window frames, doors, staircases and frame buildings by using raw materials or pre-constructed items
Lay out floorings, roofings or drywalls ensuring they are leveled and compatible
Carve and assemble furniture, cabinets, shelves and other items and install them where designated
Inspect places and conduct repairs or maintenance
Build scaffolding and other construction structures","Proven experience as carpenter
Hands-on experience in working with carpentry materials
Excellent understanding of carpentry techniques and methods of installation and construction
Proficient in using electrical and manual equipment and measurement tools (powered saws, hammers, rulers etc.)
Ability to read technical documents and drawings
Willingness to follow safety guidelines at all times
Good knowledge of English
Good understanding of basic math
Good physical condition and endurance
High school diploma; Successful completion of a carpentry apprenticeship program is required",https://resources.workable.com/carpenter-job-description
447,Production,Press Operator job description,"We are looking for a Press Operator to join our team and operate various presses in our organization to shape, design, and cut plastics or other materials. Press Operator responsibilities include installing and repairing parts on the press machines as needed along with testing inks to ensure the end product meets the needs of our customers. Ultimately, you will work in a small team to help cut, design, and organize materials with the press.","Prepare and calibrate machinery for printing and other tasks 
Operate machinery and maintain press to meet product specifications
Check printed material for proper color and other aesthetics
Examine and interpret blueprints and sketches for products
Calibrate and conduct repairs and modifications on machinery 
Follow all safety protocols
Ensure proper maintenance, safety, and functioning of all equipment","Proven work experience as a Press Operator or similar role
Proficiency in operating heavy machinery
Ability to interpret and understand complex documents
Keen attention to detail
Relevant training and/or certifications as a Press Operator",https://resources.workable.com/press-operator-job-description
448,Production,Product Analyst job description,"We are looking for a Product Analyst to join our team and assist us in recommending the best products to launch to increase profitability in our organization. Product Analyst responsibilities include looking at market data to determine what products to launch and interviewing customers to understand their needs. Ultimately, you will work with customers and various leaders in our organization to help us determine what products we should launch to maximize profitability.","Develop and oversee small to medium scale projects
Analyze metrics to continually improve company products
Contribute to company operations, such as costing, inventory control, planning, and budgeting
Assist the company in achieving short and long-term goals relating to product growth
Work with other company departments to improve the analysis and presentation of products","Proven work experience as a Product Analyst or similar role
Proficient in database software
Strong communication skills
The ability to work under pressure and adapt to change
Relevant training and/or certifications as a Product Analyst",https://resources.workable.com/product-analyst-job-description
449,Production,Fabricators job description,"We are looking for a Fabricator to join our team and build new and innovative products from raw resources based on a production schedule to ensure all parts fit properly and meet safety standards. Fabricator responsibilities include reading product schematics, ensuring all parts are available, and confirming that all products are produced in the timeline required. Ultimately, you will work with various product developers and organizational leadership to help our organization find product malfunctions and produce different products throughout the year.","Ensure that all the required parts for assembly are present
Mark cutting lines on material
Confirm that all parts are properly fitted, aligned, and screwed in
Ensure that quality control standards are met
Maintain a production schedule
Test products for their functionality
Troubleshoot and stress test products to minimize problems or recalls
Report and detail product malfunctions","Proven work experience as a Fabricator or similar role
Proficiency in operating heavy machinery
Excellent eyesight and color vision
Good dexterity
Attention to detail
Good organizational skills
Relevant training and/or certifications as a Fabricator",https://resources.workable.com/fabricator-job-description
450,Production,Car Detailer job description,"We are looking for a Car Detailer to join our team and provide excellent customer service while performing exceptional car cleaning services for our customers. Car Detailer responsibilities include cleaning vehicles according to the needs of our customers by performing detailed inspections, washing, and buffing to restore the appearance of the vehicle to company standards. Ultimately, you will work with a small team of Car Detailers to ensure each vehicle is cleaned according to our organization’s quality standards and the request of our customers.","Perform inspections and keep complete, accurate records of the vehicle’s condition
Move and park vehicles, deliver vehicles to correct locations, and pick owners up if needed
Manage inventory and reorder supplies
Respond to client inquiries and fulfill their requests
Clean the interior and exterior of vehicles using a variety of products and methods
Apply protective finishes to the exteriors of our customers’ cars
Perform inspections to ensure that each step of the cleaning process has been completed
Answer any questions that customers have about their car detailing","Proven work experience as a Car Detailer or similar role
Attention to detail with excellent customer service, communication, and interpersonal skills
Ability to meet the physical demands of the position, including walking, crouching, bending, and standing for extended periods
Willingness to comply with all company policies and uphold standards for service quality
Availability to work weekends and holidays
Relevant training and/or certifications as a Car Detailer",https://resources.workable.com/car-detailer-job-description
451,Production,Music Producer job description,"We are looking for a Music Producer to join our team and work with our recording studio, artists and other stakeholders to oversee the process of producing and releasing music. Music Producer responsibilities include overseeing budgets and expenses, working with multiple teams and coaching artists. Ultimately, you will work with many professionals like composers, instrumentalists and artists to produce musical projects within budget and on schedule.","Oversee the songwriting, arrangement and recording processes
Manage budgets for assigned projects
Handle contracts and negotiations for staff
Make sure everyone involved in a project shares the same goals and vision
Act as the link between the record label’s management and the musical artists
Gather feedback from listeners and use it to create a strategy for future musical directions","Proven work experience as a Music Producer or similar role
Musical talent and experience, typically gathered from past experiences as a musician
Strong technical knowledge of music and recording
Networking and interpersonal skills (required for meeting key people in the industry)
The ability to operate studio equipment and use sound editing software
Management expertise
Familiarity with the latest industry developments
Relevant training and/or certifications as a Music Producer",https://resources.workable.com/music-producer-job-description/
452,Production,Quality Assurance Specialist job description,"We are looking for a Quality Assurance Specialist to join our team and oversee the quality of all products and services that our organization produces. Quality Assurance Specialist responsibilities include developing quality standards, conducting tests and identifying issues in the production of our products or services. Ultimately, you will work with a team to ensure our final products meet our organization’s standards across the board.","Ensure that standards and safety regulations are observed
Address and discuss issues and proposed solutions with superiors
Document quality assurance activities and create audit reports
Make recommendations for improvement
Create training materials and operating manuals","Proven work experience as a Quality Assurance Specialist or similar role
Working knowledge of tools, methods and concepts of quality assurance
Solid knowledge of relevant regulatory standards
Good communication skills, both verbal and written
Excellent data collection and analysis skills
Strong attention to detail
Relevant training and/or certifications as a Quality Assurance Specialist",https://resources.workable.com/quality-assurance-specialist-job-description/
453,Production,Production Coordinator Job Description,"We are looking for a Production Coordinator to join our team and take care of all aspects on the set, including scheduling and overseeing clerical tasks. Production Coordinator’s responsibilities include organizing catering for crew members, answering phone calls and ensuring that cast members are aware of their call times. Ultimately, you will work with cast and crew members to ensure production schedules are maintained as needed.","Set up and run the production office
Supervise production assistants
Manage all communication systems, including phones and emails
Manage schedules, including sending daily and weekly schedules and communicating schedule changes
Communicate the schedule to the crew
Coordinate transportation needs","Proven work experience as a Production Coordinator or similar role
Excellent time management skills
Ability to multitask
Prior experience in the film industry
Strong communication skills
Flexible work hours
Experience with administrative tasks
Relevant training and/or certifications as a Production Coordinator",https://resources.workable.com/production-coordinator-job-description/
454,Production,Operations Analyst job description,"We are looking for an Operations Analyst to join our team and evaluate how our company operates in order to provide recommendations on how we can improve efficiency and effectiveness across our organization. Operations Analyst responsibilities include reviewing current policies and operating procedures, developing changes to enhance efficiency and working with our managers to implement new policies and procedures as needed. Ultimately, you will work with our leaders and managers to provide ways our organization can improve efficiency and reach our goals in less time.","Document findings, prepare reports and make recommendations
Develop new processes and procedures to enhance operations
Work with managers and employees to implement changes
Train employees to use new systems or follow new policies
Determine the effectiveness of new processes","Proven work experience as an Operations Analyst or similar role
Excellent communication skills, both verbal and written
Experience using statistical and database software
Consulting and project management expertise
Strong analytical and problem-solving skills
Degree in Business Administration or equivalent is preferred",https://resources.workable.com/operations-analyst-job-description/
455,Production,Warehouse Clerk job description,"We are looking for a Warehouse Clerk to join our team to help receive products from our shipping department and transfer them into boxes or bags. The Warehouse Clerk must ensure that all products remain in good condition when packed and keep the warehouse operating efficiently at all times. A Warehouse Clerk’s responsibilities include lifting boxes, organizing products in boxes and keeping the warehouse area in a clean and orderly state at all times. Ultimately, you will work with other Warehouse Clerks to help move products on shelves, pack trucks and unload deliveries as they come in.","Pick and pack customer orders
Load and wrap skids for shipping
Label items around the warehouse
Inventory control of the warehouse
Keep the warehouse clean","Proven work experience as a Warehouse Clerk or similar role
Prior experience working in a warehouse
Attention to detail
Excellent organizational skills
Ability to operate forklifts and other heavy machinery
A high school diploma or equivalent is preferred",https://resources.workable.com/warehouse-clerk-job-description/
456,Production,Stock Clerk job description,"We are looking for a Stock Clerk to join our team and ensure that the warehouse or retail store’s inventory is managed effectively while also taking part in receiving shipments and organizing products in the store. A Stock Clerk’s responsibilities vary based on where they are working but typically include ensuring the cleanliness of the storeroom, unloading shipments and organizing retail space throughout the store. Ultimately, you will work with other Stock Clerks to complete tasks throughout the day, and you may need to work directly with customers as needed to ensure they find necessary products.","Transferring stock inside the warehouse
Labeling items for pricing, storage and transfer
Assisting with stock-taking activities
Notifying supervisors and managers of inventory levels
Packing items for storage and retail display
Supporting the warehouse manager in the course of their duties","Proven work experience as a Stock Clerk or similar role
An understanding of stock management terminology, such as receiving, inventory and shelving
Basic knowledge of using an ERP system may be beneficial
Excellent customer service abilities
A friendly and hard-working disposition
A high school diploma or equivalent preferred",https://resources.workable.com/stock-clerk-job-description/
457,Production,Assembly Technician job description,"We are looking for an Assembly Technician to join our team and assemble parts and components for new products according to specifications from clients or supervisors. In addition, you might be called to perform diagnostic tests of assembled goods before they’re sold to check their efficiency so any adjustments can be made accordingly. Assembly Technicians’ responsibilities include constructing items in a warehouse or industrial facilities. In addition, they are responsible for building a final product based on instructions and specifications outlined by customers. Ultimately, you will work in a fast-paced environment where you will construct various items from smaller parts that will be sold to customers.","Work from layout drawings, point-to-point wire lists and wiring schematics
Install electrical and electronic parts and hardware in housings or assemblies, using soldering equipment and hand tools
Use PPE (personal protection equipment) properly to prevent unexpected incidents","Proven work experience as an Assembly Technician or similar role
Good eye-hand coordination to construct small parts and pieces into a final product
The ability to use various hand tools to produce a final product
Ability to follow instructions and diagrams as delivered for each product
High school diploma and related training preferred",https://resources.workable.com/assembly-technician-job-description/
458,Production,Shipping Clerk job description,"We are looking for a Shipping Clerk to join our team to ensure the accuracy and integrity of all products we ship to our customers. A Shipping Clerk’s responsibilities include recording every detail of the order, from packing items into containers to labeling them. They are also accountable for ensuring that each package gets shipped correctly and timely to avoid missing deliveries or lost goods! Ultimately, you will work with our warehouse team to ensure items are labeled and packed correctly for shipping.","Obtain and process product orders
Receive, register and distributing packages and letters within the company
Maintain the company stockroom through organizing, cleaning, and cataloging items 
Schedule large shipments and plan logistics to ensure that there is sufficient storage space for incoming items
Ensure the staff on hand can manage all incoming shipments
Keep files of goods shipped and received
Prepare regular shipping and receiving reports for managers
Handle issues arising in shipping or inventory handling
Ensure adherence to environmental management and systems","Proven work experience as a Shipping Clerk or similar role
Ability to lift items and containers  
Flexibility to work different hours throughout the week as needed
Ability to multitask and pay close attention to detail in a fast-paced environment
A high school qualification or equivalent is preferred",https://resources.workable.com/shipping-clerk-job-description
459,Production,Maintenance mechanic job description,"We are looking for a maintenance mechanic to install machines and ensure they are operating properly. Your primary responsibilities will be to perform preventive maintenance on various devices and fix technical issues. Excellent problem-solving skills and deep understanding of mechanics, hydraulics, and pneumatics are crucial to this role. This role also requires physical stamina and strength, as you’ll have to stand for long hours and occasionally carry heavy loads.","Conduct preventive maintenance to mechanical devices 
Detect malfunctions through observation (sound or visual) 
Run diagnostic tests to ensure system functionality
Repair broken or faulty machine parts
Perform emergency repairs
Choose appropriate materials based on mechanical needs
Align and calibrate machine parts
Monitor and report on project progress
Follow safety rules and regulations
Maintain a safe and clean work environment","Previous experience as a maintenance mechanic or similar role
Great understanding of pneumatics, hydraulics, and mechanics
Familiarity using various power and hand tools, such as hosts and grinders
Ability to stand for long hours and lift heavy loads
Problem-solving and organizational skills
Degree in engineering or manufacturing
A driver’s license is a plus",https://resources.workable.com/maintenance-mechanic-job-description
460,Production,Production Worker job description,"We are looking for a production worker to join our team and help improve our warehouse’s production line. You’ll perform various tasks, including maintaining and operating the machinery and search for potential malfunctions or risks. You’ll transfer the products and equipment, using power tools and forklift trucks. You’ll also keep the facility clean by removing debris and trash to ensure safety. Note that this position demands stamina and a good physical condition, as you’ll have to regularly lift heavy loads. If you are familiar with these tasks and interested in working at a well-functioning warehouse, let’s meet.","Operate production equipment
Maintain the warehouse’s machines 
Assemble machinery parts 
Store products and materials
Meet the deadlines of individual production tasks during shift 
Report on defective products or machinery 
Check stock levels and report deficiencies in products or raw materials 
Keep the worksite clean to avoid hazards from chemicals and fragile products
Review and follow manufacturing manuals to build machinery 
Ensure shipping procedures are timely 
Transfer equipment manually or with forklift trucks   
Follow the company’s safety and quality guidelines","Previous experience as a production worker or similar role in a warehouse
Good understanding of how production equipment works
Ability to detect potential problems with machinery
Knowledge of basic safety rules and precautionary measures  (safety gear will be provided)
Ability to lift heavy loads and transfer them manually
Good communication and teamwork skills
High School Diploma/GED",https://resources.workable.com/production-worker-job-description
461,Production,Master grower job description,"We are looking for a Master Grower to oversee our cannabis production. It’s an opportunity for you to join a thriving business in a blooming industry. As a master grower, you’ll ensure we grow different strains properly, and you’ll identify and resolve issues with plants and manage budgets. You should have a hands-on approach with good knowledge of cannabis genetics and growth requirements. If you’re also dedicated to the good cause of medical and recreational marijuana, we’d like to meet you. Your ultimate goal will be to ensure we satisfy our customers with high-quality marijuana products.","Oversee cannabis crops and facilities
Develop cultivation plans and assign duties
Organize and document the daily process of transplanting, cloning, defoliation and trimming of plants
Ensure that growth requirements of cannabis plants are consistently met (lighting, soil PH, nutrients, etc.)
Apply indoor farming methods that increase our yields
Lead maintenance operations (including disposing waste and preventing contaminations)
Diagnose and resolve plant health issues like mold, mildew or other infestations
Ensure legal compliance of cultivation procedures
Manage inventory and budgets related to marijuana farming (including equipment, security and HVAC systems)
Supervise and coach employees who tend to the plants (e.g. cannabis trimmers)
Inspect quality of harvest","Proven experience as a grower, preferably at a large scale; some management experience required
Knowledge of the entire cannabis growth cycle and requirements
Familiarity with environment protection practices and the marijuana legal framework in our area
Understanding of pest and disease management techniques
Willingness to continue learning about horticulture and cannabis farming, and stay on top of current and future trends
Problem-solving aptitude
Leadership and people management skills
Ability to meet the physical demands of the job
Degree in Botany, Biology, Agriculture, Horticulture or relevant field is a plus",https://resources.workable.com/master-grower-job-description
462,Production,Quality Manager job description,"We are looking for an experienced Quality Manager to ensure that our products and services meet all necessary requirements before they reach the consumer. The Quality Manager, or Quality Assurance Manager, will inspect the final product to make sure it has been built with compliance to legal standards and meets customer expectations. A great quality manager is thorough and observant with an eye for detail. They must fully understand the requirements for the product or service and have a sense of responsibility towards our potential and existing customers as well as the competition. The goal is to help preserve our reputation by ensuring that our products and services are capable to drive sustainable growth.","Understand customer needs and requirements to develop effective quality control processes
Devise and review specifications for products or processes
Set requirements for raw material or intermediate products for suppliers and monitor their compliance
Ensure adherence to health and safety guidelines as well as legal obligations
Supervise inspectors, technicians and other staff and provide guidance and feedback
Oversee all product development procedures to identify deviations from quality standards
Inspect final output and compare properties to requirements
Approve the right products or reject defectives
Keep accurate documentation and perform statistical analysis
Solicit feedback from customers to assess whether their requirements are met
Submit detailed reports to appropriate executives
Be on the lookout for opportunities for improvement and develop new efficient procedures","Proven experience as quality manager
Conscientious and responsible
A keen eye for detail and a results driven approach
Outstanding communication skills
Excellent organizational and leadership skills
Proficient in MS Office
In depth understanding of quality control procedures and relevant legal standards
Excellent math abilities and working knowledge of data analysis/statistical methods
BSc/ Ba in business administration or relevant field
Certification of quality control is a strong advantage (ISO 9000 etc.)",https://resources.workable.com/quality-manager-job-description
463,Production,Quality Inspector job description,We are looking for a responsible Quality Inspector to check the quality of all incoming and outgoing material and products as well as production procedures. You will be a firm advocate of quality in our business. The ideal candidate will possess a trained eye for detail and will be reliable and committed. In depth knowledge and comprehension of quality standards is essential. The goal is to ensure that our products are made of flawless materials with well-functioning equipment. That way our customers will enjoy high-quality merchandise so that we can achieve long-term success.,"Read blueprints and instructions to comprehend the quality expectations for the product and supplies
Approve or reject raw materials with respect to quality standards and record supplier performance
Select output samples and check them using appropriate methods (measuring dimensions, testing functionality, comparing to specifications etc.)
Use automated systems to perform complex testing procedures
Maintain records of testing, information and various metrics such as number of defective products per day etc.
Inspect procedures of the entire production cycle to ensure they are efficient and comply with safety standards
Monitor the use of equipment to ensure it is safe and well-maintained and discard any that doesn’t meet requirements
Prepare and submit reports to the quality manager","Proven experience as quality inspector or relevant role
A keen eye for detail and a results-driven approach
Responsible and trustworthy
Familiarity with quality testing machines and systems
Thorough knowledge of quality control standards and testing methodologies
Certification of quality control is a strong advantage (ISO 9000 etc.)
Working knowledge of MS Office
High School Degree; Further qualifications will be a plus",https://resources.workable.com/quality-inspector-job-description
464,Production,Manager of Quality Assurance job description,We are looking for a reliable Manager of Quality Assurance to ensure that all external and internal requirements are met before our product reaches our customers. You will be responsible for inspecting procedures and outputs and identifying mistakes or non-conformity issues. An excellent Quality Assurance Manager has eyes like a hawk and solid experience in quality control. The ideal candidate is a reliable and competent professional whose approval will be necessary for the continuation of a business life cycle. The goal is to assure the high quality of our operations and services aiming to the long-term success of our business.,"Devise procedures to inspect and report quality issues
Monitor all operations that affect quality
Supervise and guide inspectors, technicians and other staff
Assure the reliability and consistency of production by checking processes and final output
Appraise customers’ requirements and make sure they are satisfied
Report all malfunctions to production executives to ensure immediate action
Facilitate proactive solutions by collecting and analyzing quality data
Review current standards and policies
Keep records of quality reports, statistical reviews and relevant documentation
Ensure all legal standards are met
Communicate with external quality assurance officers during on-site inspections","Proven experience as a quality assurance manager or relevant role
Thorough knowledge of methodologies of quality assurance and standards
Excellent numerical skills and understanding of data analysis/statistical methods
Good knowledge of MS Office and databases
Outstanding communication skills
Great attention to detail and a results driven approach
Excellent organizational and leadership abilities
Reliable and Trustworthy
BSc/BA in business administration or relevant field
Certification of quality control is a strong advantage (ISO 9000 etc.)",https://resources.workable.com/manager-of-quality-assurance-job-description
465,Production,Mechanic job description,"We are looking for a skilled Mechanic to assemble, maintain and repair machinery and vehicles. You will be responsible for ensuring functionality and reliability of machines, engines and mechanical systems. An excellent mechanic must have manual dexterity and great attention to detail. They must be able to work with various machines and tools as well as follow all safety precautions.","Build and assemble machines or mechanical components according to requirements
Inspect machines, engines, transmissions etc. and run diagnostic tests to discover functionality issues
Conduct repairs aiming for maximum reliability
Troubleshoot reported problems and resolve them in a timely manner
Perform thorough maintenance on machinery, equipment and systems
Clean and apply lubricants to machinery components
Replenish fluids and components of engines and machinery
Provide consultation on correct maintenance and preventative measures to machine or vehicle users
Undertake other duties as assigned (e.g. repair of hydraulic systems, painting vehicles etc.)
Keep logs of work and report on issues","Proven experience as Mechanic
Excellent knowledge of machinery and hydraulic, electrical and other systems and their components
Aptitude in using various hand tools (screwdrivers, hammers etc.) and precision measurement tools (e.g. calipers)
Ability to follow established procedures and practices and read instruction, blueprints etc.
A strong commitment to all health and safety guidelines
Very good communication skills
A problem-solving ability
Very good physical strength and stamina
High school diploma is preferred; Certification from a vocational school or completion of apprenticeship is a definite plus
Valid certification (e.g ASE) is preferred",https://resources.workable.com/mechanic-job-description
466,Production,Machinist job description,We are looking for a skilled Machinist to operate a variety of machines to perform assigned tasks. You will produce or repair precision parts using both manual and automated equipment and accurate measurements. A great machinist needs to possess manual dexterity and an eye for detail. They must also have knowledge of mathematics and mechanics as well as respect for safety precautions. The goal is to ensure effective production operations and optimize procedures.,"Review samples, drawings or instructions to understand specifications of output
Plan the sequence of necessary actions for the completion of a job
Take measurements and mark material for cutting or shaping
Select appropriate machines (e.g. lathes) and position or load material for a job
Determine and program size of batches, speed of machine etc.
Monitor machine while working to adjust the feed, maintain temperature and identify issues
Check output to ensure consistency with specifications and discard defects
Keep records of approved and defective units or final products
Perform routine machine maintenance and repair minor damages","Proven experience as machinist
Experience in using and/or programming manual, semi-automated or automated tools and machines (lathes, grinders etc.)
Ability to use precision tools (e.g. calipers) to take accurate measurements
Knowledge of the properties of metal and other material
Ability to read blueprints, schematics and manuals 
Good at math with analytical abilities 
Physical stamina and strength to lift heavy items
High school diploma or equivalent; completion of vocational training or an apprenticeship will be an asset",https://resources.workable.com/machinist-job-description
467,Production,Machine Operator job description,"We are looking for a skilled Machine Operator to set up, maintain and operate machinery. You’ll ensure the interminable and efficient running of production. A great machine operator is reliable and able to work with attention to detail and safety standards. On-the-job training is a good way to discover how to do the job better, so you should have willingness to learn and improve. Being a team player is essential since all tasks will require close collaboration with co-workers. The goal will be to ensure that production procedures will be carried on smoothly to maximize efficiency and profits.","Set up machines (calibration, cleaning etc.) to start a production cycle
Control and adjust machine settings (e.g. speed)
Feed raw material or parts to semi-automated machines
Inspect parts with precision and measuring tools
Test operation of machines periodically
Fix issues that might occur during the shift
Check output to spot any machine-related mistakes or flaws
Keep records of approved and defective units or final products
Maintain activity logs","Proven experience as a machine operator
Working knowledge of diverse high-speed machinery and measurement tools (caliper, micrometer etc.)
Understanding of production procedures
Adherence to health and safety regulations (e.g. constant use of protective gear)
Ability to read blueprints, schematics and manuals
Analytical skills
Attention to detail
Teamwork and communication skills
Physical stamina and strength
High school diploma or equivalent; technical degree is a plus",https://resources.workable.com/machine-operator-job-description
468,Production,Production Planner job description,We are looking for a qualified Production Planner to organize production according to demand and quality standards. You will be the one to ensure our goods are produced on time for distribution in a profitable manner. An excellent production planner is well-versed in production procedures and ways to optimize them. They are organized and results-driven with great problem-solving skills. Advanced communication and computer skills are very useful for the role. The goal is to ensure the smooth and cost-efficient flow of our production operations.,"Coordinate production workflow for one or multiple products
Plan and prioritize operations to ensure maximum performance and minimum delay
Determine manpower, equipment and raw materials needed to cover production demand
Assign workers and other staff to particular production operations
Schedule shift according to production needs
Monitor jobs to ensure they will finish on time and within budget
Address issues when they arise aiming for minimum disruption
Obtain output information (number of finished products, percentage of defectives etc.)
Prepare and submit status and performance reports
Keep paperwork organized
Collaborate with quality control, warehouse and other staff","Proven experience as production planner
Excellent knowledge of production planning and quality control principles
Experience in MRP II (Manufacturing resource planning)
Working knowledge of MS Office and ERP systems
Good at math and statistics
Strong organizational and problem-solving skills
Excellent communication abilities
High school diploma; Further education or certification is preferred",https://resources.workable.com/production-planner-job-description
469,Production,Production Manager job description,"We are looking for an experienced Production Manager to organize and oversee the manufacturing of goods. You will be ultimately responsible for the smooth running of all production lines and the quality of output. We expect you to have deep know-how in production procedures. Ability to direct personnel towards maximum performance will set you apart as a leader. Decision-making and problem-solving will take up a great part of your day. If you are up to it, we’d like to talk to you. The goal is to ensure an efficient and productive manufacturing process that meets customer requirements.","Liaise with other managers to formulate objectives and understand requirements
Estimate costs and prepare budgets
Organize workflow to meet specifications and deadlines
Monitor production to resolve issues
Supervise and evaluate performance of production personnel (quality inspectors, workers etc.)
Determine amount of necessary resources (workforce, raw materials etc.)
Approve maintenance work, purchasing of equipment etc.
Ensure output meets quality standards
Enforce health and safety precautions
Report to upper management","Proven experience as production director
Deep knowledge of production management
Understanding of quality standards and health & safety regulations
Knowledge of performance evaluation and budgeting concepts
Experience in reporting on key production metrics
Proficient in MS Office and ERP software
Outstanding communication ability
Excellent organizational and leaderships skills
Attention to detail
Strong decision-making skills and a results-driven approach
BSc/Ba in business administration or relevant field is preferred",https://resources.workable.com/production-manager-job-description
